num,sentence,fileid,senseid
," Das macht es zu etwas ganz Besonderem , obwohl es fast eine Art ' fremde ' Lebensform ist  , erklärte Paul C.W. Davies von der Arizona_State_University und Co-Autor des <WSD>Berichts<WSD> , der am Donnerstag in der Online-Ausgabe der Zeitschrift Science erscheint .",d008.s006.t005,bn:00067181n
," Das macht es zu etwas ganz Besonderem , obwohl es fast eine Art ' fremde ' Lebensform ist  , erklärte Paul C.W. Davies von der Arizona_State_University und Co-Autor des Berichts , der am <WSD>Donnerstag<WSD> in der Online-Ausgabe der Zeitschrift Science erscheint .",d008.s006.t006,bn:00076744n
," Das macht es zu etwas ganz Besonderem , obwohl es fast eine Art ' fremde ' Lebensform ist  , erklärte Paul C.W. Davies von der Arizona_State_University und Co-Autor des Berichts , der am Donnerstag in der Online-Ausgabe der <WSD>Zeitschrift<WSD> Science erscheint .",d008.s006.t007,bn:00052671n
," Das macht es zu etwas ganz Besonderem , obwohl es fast eine Art ' fremde ' Lebensform ist  , erklärte Paul C.W. Davies von der Arizona_State_University und Co-Autor des Berichts , der am Donnerstag in der Online-Ausgabe der Zeitschrift <WSD>Science<WSD> erscheint .",d008.s006.t008,bn:01206735n
,"Bisher wurden sechs Hauptelemente als lebensnotwendig betrachtet - <WSD>Kohlenstoff<WSD> , Wasserstoff , Stickstoff , Sauerstoff , Phosphor und Schwefel .",d008.s007.t001,bn:00006890n
,"Bisher wurden sechs Hauptelemente als lebensnotwendig betrachtet - Kohlenstoff , <WSD>Wasserstoff<WSD> , Stickstoff , Sauerstoff , Phosphor und Schwefel .",d008.s007.t002,bn:00006823n
,"Bisher wurden sechs Hauptelemente als lebensnotwendig betrachtet - Kohlenstoff , Wasserstoff , <WSD>Stickstoff<WSD> , Sauerstoff , Phosphor und Schwefel .",d008.s007.t003,bn:00006901n
,"Bisher wurden sechs Hauptelemente als lebensnotwendig betrachtet - Kohlenstoff , Wasserstoff , Stickstoff , <WSD>Sauerstoff<WSD> , Phosphor und Schwefel .",d008.s007.t004,bn:00006912n
,"Bisher wurden sechs Hauptelemente als lebensnotwendig betrachtet - Kohlenstoff , Wasserstoff , Stickstoff , Sauerstoff , <WSD>Phosphor<WSD> und Schwefel .",d008.s007.t005,bn:00006845n
,"Bisher wurden sechs Hauptelemente als lebensnotwendig betrachtet - Kohlenstoff , Wasserstoff , Stickstoff , Sauerstoff , Phosphor und <WSD>Schwefel<WSD> .",d008.s007.t006,bn:00006846n
,"Doch wie die <WSD>Wissenschaftler<WSD> herausfanden , wächst das Bakterium im kalifornischen Mono_Lake auch dann noch weiter , wenn es Phosphor durch Arsen ersetzt .",d008.s008.t001,bn:00069680n
,"Doch wie die Wissenschaftler herausfanden , wächst das <WSD>Bakterium<WSD> im kalifornischen Mono_Lake auch dann noch weiter , wenn es Phosphor durch Arsen ersetzt .",d008.s008.t002,bn:00007854n
,"Doch wie die Wissenschaftler herausfanden , wächst das Bakterium im kalifornischen <WSD>Mono_Lake<WSD> auch dann noch weiter , wenn es Phosphor durch Arsen ersetzt .",d008.s008.t003,bn:03235740n
,"Doch wie die Wissenschaftler herausfanden , wächst das Bakterium im kalifornischen Mono_Lake auch dann noch weiter , wenn es <WSD>Phosphor<WSD> durch Arsen ersetzt .",d008.s008.t004,bn:00006845n
,"Doch wie die Wissenschaftler herausfanden , wächst das Bakterium im kalifornischen Mono_Lake auch dann noch weiter , wenn es Phosphor durch <WSD>Arsen<WSD> ersetzt .",d008.s008.t005,bn:00005917n
," Da fragt man sich doch , was sonst noch möglich ist  , sagte der <WSD>Co-Autor<WSD> des Berichts Ariel D. Anbar von der Arizona_State_University .",d008.s009.t001,
," Da fragt man sich doch , was sonst noch möglich ist  , sagte der Co-Autor des <WSD>Berichts<WSD> Ariel D. Anbar von der Arizona_State_University .",d008.s009.t002,bn:00067181n
," Da fragt man sich doch , was sonst noch möglich ist  , sagte der Co-Autor des Berichts Ariel D. Anbar von der <WSD>Arizona_State_University<WSD> .",d008.s009.t003,bn:01107493n
,"Die <WSD>Entdeckung<WSD> ist ein wichtiger Schritt bei der Suche nach außerirdischem Leben , da Wissenschaftler Leben und seine Formen erkennen müssen , so Anbar .",d008.s010.t001,bn:00027529n
,"Die Entdeckung ist ein wichtiger <WSD>Schritt<WSD> bei der Suche nach außerirdischem Leben , da Wissenschaftler Leben und seine Formen erkennen müssen , so Anbar .",d008.s010.t002,bn:00056154n
,"Die Entdeckung ist ein wichtiger Schritt bei der <WSD>Suche<WSD> nach außerirdischem Leben , da Wissenschaftler Leben und seine Formen erkennen müssen , so Anbar .",d008.s010.t003,bn:00070036n
,"Die Entdeckung ist ein wichtiger Schritt bei der Suche nach außerirdischem <WSD>Leben<WSD> , da Wissenschaftler Leben und seine Formen erkennen müssen , so Anbar .",d008.s010.t004,bn:00051054n
,"Die Entdeckung ist ein wichtiger Schritt bei der Suche nach außerirdischem Leben , da <WSD>Wissenschaftler<WSD> Leben und seine Formen erkennen müssen , so Anbar .",d008.s010.t005,bn:00069680n
,"Die Entdeckung ist ein wichtiger Schritt bei der Suche nach außerirdischem Leben , da Wissenschaftler <WSD>Leben<WSD> und seine Formen erkennen müssen , so Anbar .",d008.s010.t006,bn:00051054n
,"Die Entdeckung ist ein wichtiger Schritt bei der Suche nach außerirdischem Leben , da Wissenschaftler Leben und seine <WSD>Formen<WSD> erkennen müssen , so Anbar .",d008.s010.t007,bn:00035911n
,"Die <WSD>Studie<WSD> befasst sich mit Mikroben , die auf der Erde gefunden wurden .",d008.s011.t001,bn:00074790n
,"Die Studie befasst sich mit <WSD>Mikroben<WSD> , die auf der Erde gefunden wurden .",d008.s011.t002,bn:00013701n
,"Die Studie befasst sich mit Mikroben , die auf der <WSD>Erde<WSD> gefunden wurden .",d008.s011.t003,bn:00029424n
,"Die <WSD>Ankündigung<WSD> einer Pressekonferenz , in der keine Einzelheiten zu der Entdeckung bekannt gegeben wurden , gab Anlass zu weit verbreiteten Spekulationen im Internet , dass der Bericht von der Entdeckung außerirdischen Lebens handeln könnte .",d008.s012.t001,bn:00058164n
,"Die Ankündigung einer <WSD>Pressekonferenz<WSD> , in der keine Einzelheiten zu der Entdeckung bekannt gegeben wurden , gab Anlass zu weit verbreiteten Spekulationen im Internet , dass der Bericht von der Entdeckung außerirdischen Lebens handeln könnte .",d008.s012.t002,bn:00057552n
,"Die Ankündigung einer Pressekonferenz , in der keine <WSD>Einzelheiten<WSD> zu der Entdeckung bekannt gegeben wurden , gab Anlass zu weit verbreiteten Spekulationen im Internet , dass der Bericht von der Entdeckung außerirdischen Lebens handeln könnte .",d008.s012.t003,bn:04066292n
,"Die Ankündigung einer Pressekonferenz , in der keine Einzelheiten zu der <WSD>Entdeckung<WSD> bekannt gegeben wurden , gab Anlass zu weit verbreiteten Spekulationen im Internet , dass der Bericht von der Entdeckung außerirdischen Lebens handeln könnte .",d008.s012.t004,bn:00027529n
,"Die Ankündigung einer Pressekonferenz , in der keine Einzelheiten zu der Entdeckung bekannt gegeben wurden , gab Anlass zu weit verbreiteten <WSD>Spekulationen<WSD> im Internet , dass der Bericht von der Entdeckung außerirdischen Lebens handeln könnte .",d008.s012.t005,bn:03945350n
,"Die Ankündigung einer Pressekonferenz , in der keine Einzelheiten zu der Entdeckung bekannt gegeben wurden , gab Anlass zu weit verbreiteten Spekulationen im <WSD>Internet<WSD> , dass der Bericht von der Entdeckung außerirdischen Lebens handeln könnte .",d008.s012.t006,bn:00024712n
,"Die Ankündigung einer Pressekonferenz , in der keine Einzelheiten zu der Entdeckung bekannt gegeben wurden , gab Anlass zu weit verbreiteten Spekulationen im Internet , dass der <WSD>Bericht<WSD> von der Entdeckung außerirdischen Lebens handeln könnte .",d008.s012.t007,bn:00067181n
,"Die Ankündigung einer Pressekonferenz , in der keine Einzelheiten zu der Entdeckung bekannt gegeben wurden , gab Anlass zu weit verbreiteten Spekulationen im Internet , dass der Bericht von der <WSD>Entdeckung<WSD> außerirdischen Lebens handeln könnte .",d008.s012.t008,bn:00027529n
,"Die Ankündigung einer Pressekonferenz , in der keine Einzelheiten zu der Entdeckung bekannt gegeben wurden , gab Anlass zu weit verbreiteten Spekulationen im Internet , dass der Bericht von der Entdeckung außerirdischen <WSD>Lebens<WSD> handeln könnte .",d008.s012.t009,bn:00051054n
,Dies ist nicht der <WSD>Fall<WSD> .,d008.s013.t001,bn:00016402n
,"Die <WSD>Entdeckung<WSD> "" zeigt , dass in anderen Planetensystemen Organismen mit Hilfe anderer Elemente biochemische Prozesse in Gang setzen können und dass die ' Standardelemente ' , die unserer Meinung nach absolut lebensnotwendig sind , nicht unbedingt fest vorgegeben sind "" , erklärte Charles Cockell , Professor am Planetary and Space Sciences Research Institute der Offenen Universität von Milton_Keynes im Vereinigten_Königreich .",d008.s014.t001,bn:00027529n
,"Die Entdeckung "" zeigt , dass in anderen <WSD>Planetensystemen<WSD> Organismen mit Hilfe anderer Elemente biochemische Prozesse in Gang setzen können und dass die ' Standardelemente ' , die unserer Meinung nach absolut lebensnotwendig sind , nicht unbedingt fest vorgegeben sind "" , erklärte Charles Cockell , Professor am Planetary and Space Sciences Research Institute der Offenen Universität von Milton_Keynes im Vereinigten_Königreich .",d008.s014.t002,bn:01871294n
,"Die Entdeckung "" zeigt , dass in anderen Planetensystemen <WSD>Organismen<WSD> mit Hilfe anderer Elemente biochemische Prozesse in Gang setzen können und dass die ' Standardelemente ' , die unserer Meinung nach absolut lebensnotwendig sind , nicht unbedingt fest vorgegeben sind "" , erklärte Charles Cockell , Professor am Planetary and Space Sciences Research Institute der Offenen Universität von Milton_Keynes im Vereinigten_Königreich .",d008.s014.t003,bn:05579952n
,"Die Entdeckung "" zeigt , dass in anderen Planetensystemen Organismen mit <WSD>Hilfe<WSD> anderer Elemente biochemische Prozesse in Gang setzen können und dass die ' Standardelemente ' , die unserer Meinung nach absolut lebensnotwendig sind , nicht unbedingt fest vorgegeben sind "" , erklärte Charles Cockell , Professor am Planetary and Space Sciences Research Institute der Offenen Universität von Milton_Keynes im Vereinigten_Königreich .",d008.s014.t004,bn:16784964n
,"Die Entdeckung "" zeigt , dass in anderen Planetensystemen Organismen mit Hilfe anderer <WSD>Elemente<WSD> biochemische Prozesse in Gang setzen können und dass die ' Standardelemente ' , die unserer Meinung nach absolut lebensnotwendig sind , nicht unbedingt fest vorgegeben sind "" , erklärte Charles Cockell , Professor am Planetary and Space Sciences Research Institute der Offenen Universität von Milton_Keynes im Vereinigten_Königreich .",d008.s014.t005,bn:00018105n
,"Die Entdeckung "" zeigt , dass in anderen Planetensystemen Organismen mit Hilfe anderer Elemente biochemische <WSD>Prozesse<WSD> in Gang setzen können und dass die ' Standardelemente ' , die unserer Meinung nach absolut lebensnotwendig sind , nicht unbedingt fest vorgegeben sind "" , erklärte Charles Cockell , Professor am Planetary and Space Sciences Research Institute der Offenen Universität von Milton_Keynes im Vereinigten_Königreich .",d008.s014.t006,bn:03245758n
,"Die Entdeckung "" zeigt , dass in anderen Planetensystemen Organismen mit Hilfe anderer Elemente biochemische Prozesse in <WSD>Gang<WSD> setzen können und dass die ' Standardelemente ' , die unserer Meinung nach absolut lebensnotwendig sind , nicht unbedingt fest vorgegeben sind "" , erklärte Charles Cockell , Professor am Planetary and Space Sciences Research Institute der Offenen Universität von Milton_Keynes im Vereinigten_Königreich .",d008.s014.t007,bn:00037031n
,"Die Entdeckung "" zeigt , dass in anderen Planetensystemen Organismen mit Hilfe anderer Elemente biochemische Prozesse in Gang setzen können und dass die ' Standardelemente ' , die unserer <WSD>Meinung<WSD> nach absolut lebensnotwendig sind , nicht unbedingt fest vorgegeben sind "" , erklärte Charles Cockell , Professor am Planetary and Space Sciences Research Institute der Offenen Universität von Milton_Keynes im Vereinigten_Königreich .",d008.s014.t008,bn:00059168n
,"Die Entdeckung "" zeigt , dass in anderen Planetensystemen Organismen mit Hilfe anderer Elemente biochemische Prozesse in Gang setzen können und dass die ' Standardelemente ' , die unserer Meinung nach absolut lebensnotwendig sind , nicht unbedingt fest vorgegeben sind "" , erklärte Charles Cockell , <WSD>Professor<WSD> am Planetary and Space Sciences Research Institute der Offenen Universität von Milton_Keynes im Vereinigten_Königreich .",d008.s014.t009,bn:00064601n
,"Die Entdeckung "" zeigt , dass in anderen Planetensystemen Organismen mit Hilfe anderer Elemente biochemische Prozesse in Gang setzen können und dass die ' Standardelemente ' , die unserer Meinung nach absolut lebensnotwendig sind , nicht unbedingt fest vorgegeben sind "" , erklärte Charles Cockell , Professor am Planetary and Space Sciences Research Institute der Offenen Universität von Milton_Keynes im <WSD>Vereinigten_Königreich<WSD> .",d008.s014.t010,bn:00013173n
,Cockel war nicht <WSD>Teil<WSD> des Forschungsteams .,d008.s015.t001,
," Diese Arbeit ist ein Novum , denn sie zeigt , dass in grundlegenden biochemischen <WSD>Prozessen<WSD> und Strukturen ein Element durch ein anderes ersetzt werden kann  , fügte Cockell hinzu .",d008.s016.t002,
," Diese Arbeit ist ein Novum , denn sie zeigt , dass in grundlegenden biochemischen Prozessen und <WSD>Strukturen<WSD> ein Element durch ein anderes ersetzt werden kann  , fügte Cockell hinzu .",d008.s016.t003,bn:03830506n
," Diese Arbeit ist ein Novum , denn sie zeigt , dass in grundlegenden biochemischen Prozessen und Strukturen ein <WSD>Element<WSD> durch ein anderes ersetzt werden kann  , fügte Cockell hinzu .",d008.s016.t004,bn:00018105n
,Diese <WSD>Entdeckung<WSD> war nicht zufällig .,d008.s017.t001,bn:00027529n
,"<WSD>Felisa_Wolfe-Simon<WSD> vom Astrobiologischen Institut der NASA , die die Studie leitete , wählte den Mono_Lake aufgrund des hohen Arsengehalts .",d008.s018.t001,bn:02345480n
,"Felisa_Wolfe-Simon vom Astrobiologischen Institut der <WSD>NASA<WSD> , die die Studie leitete , wählte den Mono_Lake aufgrund des hohen Arsengehalts .",d008.s018.t003,bn:00056879n
,"Felisa_Wolfe-Simon vom Astrobiologischen Institut der NASA , die die <WSD>Studie<WSD> leitete , wählte den Mono_Lake aufgrund des hohen Arsengehalts .",d008.s018.t004,bn:00074790n
,"Felisa_Wolfe-Simon vom Astrobiologischen Institut der NASA , die die Studie leitete , wählte den <WSD>Mono_Lake<WSD> aufgrund des hohen Arsengehalts .",d008.s018.t005,bn:03235740n
,"Da sich <WSD>Arsen<WSD> und Phosphor chemisch gleichen , nahm sie an , dass Mikroben , die beidem ausgesetzt sind , möglicherweise ein Element durch das andere ersetzen können .",d008.s019.t001,bn:00005917n
,"Da sich Arsen und <WSD>Phosphor<WSD> chemisch gleichen , nahm sie an , dass Mikroben , die beidem ausgesetzt sind , möglicherweise ein Element durch das andere ersetzen können .",d008.s019.t002,bn:00006845n
,"Da sich Arsen und Phosphor chemisch gleichen , nahm sie an , dass <WSD>Mikroben<WSD> , die beidem ausgesetzt sind , möglicherweise ein Element durch das andere ersetzen können .",d008.s019.t003,bn:00013701n
,"Da sich Arsen und Phosphor chemisch gleichen , nahm sie an , dass Mikroben , die beidem ausgesetzt sind , möglicherweise ein <WSD>Element<WSD> durch das andere ersetzen können .",d008.s019.t004,bn:00018105n
," Die <WSD>Giftigkeit<WSD> des Arsens beruht vor allem darauf , dass es sich chemisch ähnlich verhält wie Phosphor . ",d008.s020.t001,bn:00077790n
," Die Giftigkeit des <WSD>Arsens<WSD> beruht vor allem darauf , dass es sich chemisch ähnlich verhält wie Phosphor . ",d008.s020.t002,bn:00005917n
," Die Giftigkeit des Arsens beruht vor allem darauf , dass es sich chemisch ähnlich verhält wie <WSD>Phosphor<WSD> . ",d008.s020.t003,bn:00006845n
," Dadurch fällt es den <WSD>Organismen<WSD> schwer , ein Element vom anderen zu unterscheiden . ",d008.s021.t001,bn:05579952n
," Dadurch fällt es den Organismen schwer , ein <WSD>Element<WSD> vom anderen zu unterscheiden . ",d008.s021.t002,bn:00018105n
," Doch der <WSD>Unterschied<WSD> ist so groß , dass Arsen anders wirkt als Phosphor . Es gelangt in unser biochemisches System , wo es quasi alles verschmiert  , erklärt Anbar .",d008.s022.t001,bn:13885964n
," Doch der Unterschied ist so groß , dass <WSD>Arsen<WSD> anders wirkt als Phosphor . Es gelangt in unser biochemisches System , wo es quasi alles verschmiert  , erklärt Anbar .",d008.s022.t002,bn:00005917n
," Doch der Unterschied ist so groß , dass Arsen anders wirkt als <WSD>Phosphor<WSD> . Es gelangt in unser biochemisches System , wo es quasi alles verschmiert  , erklärt Anbar .",d008.s022.t003,bn:00006845n
," Doch der Unterschied ist so groß , dass Arsen anders wirkt als Phosphor . Es gelangt in unser biochemisches <WSD>System<WSD> , wo es quasi alles verschmiert  , erklärt Anbar .",d008.s022.t004,bn:00069580n
,Die <WSD>Forscher<WSD> setzten das Bakterium GFAJ-1 einer steigenden Arsenkonzentration aus .,d008.s023.t001,bn:00047356n
,Die Forscher setzten das <WSD>Bakterium<WSD> GFAJ-1 einer steigenden Arsenkonzentration aus .,d008.s023.t002,bn:00007854n
,Die Forscher setzten das Bakterium <WSD>GFAJ-1<WSD> einer steigenden Arsenkonzentration aus .,d008.s023.t003,bn:02346786n
,"Die <WSD>Mikrobe<WSD> wächst zwar in Phosphor besser , doch dass sie auch in Arsen überleben kann , zeigt , dass eine Arsen-basierte Lebensform natürlich vorkommen kann , entweder auf der Erde oder auf einem anderen Planeten oder Mond , auf dem Arsen häufiger vorkommt .",d008.s025.t001,bn:00013701n
,"Die Mikrobe wächst zwar in <WSD>Phosphor<WSD> besser , doch dass sie auch in Arsen überleben kann , zeigt , dass eine Arsen-basierte Lebensform natürlich vorkommen kann , entweder auf der Erde oder auf einem anderen Planeten oder Mond , auf dem Arsen häufiger vorkommt .",d008.s025.t002,bn:00006845n
,"Die Mikrobe wächst zwar in Phosphor besser , doch dass sie auch in <WSD>Arsen<WSD> überleben kann , zeigt , dass eine Arsen-basierte Lebensform natürlich vorkommen kann , entweder auf der Erde oder auf einem anderen Planeten oder Mond , auf dem Arsen häufiger vorkommt .",d008.s025.t003,bn:00005917n
,"Die Mikrobe wächst zwar in Phosphor besser , doch dass sie auch in Arsen überleben kann , zeigt , dass eine Arsen-basierte <WSD>Lebensform<WSD> natürlich vorkommen kann , entweder auf der Erde oder auf einem anderen Planeten oder Mond , auf dem Arsen häufiger vorkommt .",d008.s025.t004,bn:00051067n
,"Die Mikrobe wächst zwar in Phosphor besser , doch dass sie auch in Arsen überleben kann , zeigt , dass eine Arsen-basierte Lebensform natürlich vorkommen kann , entweder auf der <WSD>Erde<WSD> oder auf einem anderen Planeten oder Mond , auf dem Arsen häufiger vorkommt .",d008.s025.t005,bn:00029424n
,"Die Mikrobe wächst zwar in Phosphor besser , doch dass sie auch in Arsen überleben kann , zeigt , dass eine Arsen-basierte Lebensform natürlich vorkommen kann , entweder auf der Erde oder auf einem anderen <WSD>Planeten<WSD> oder Mond , auf dem Arsen häufiger vorkommt .",d008.s025.t006,bn:00052888n
,"Die Mikrobe wächst zwar in Phosphor besser , doch dass sie auch in Arsen überleben kann , zeigt , dass eine Arsen-basierte Lebensform natürlich vorkommen kann , entweder auf der Erde oder auf einem anderen Planeten oder <WSD>Mond<WSD> , auf dem Arsen häufiger vorkommt .",d008.s025.t007,bn:00055813n
,"Die Mikrobe wächst zwar in Phosphor besser , doch dass sie auch in Arsen überleben kann , zeigt , dass eine Arsen-basierte Lebensform natürlich vorkommen kann , entweder auf der Erde oder auf einem anderen Planeten oder Mond , auf dem <WSD>Arsen<WSD> häufiger vorkommt .",d008.s025.t008,bn:00005917n
,"Laut Jamie S. Foster , <WSD>Dozentin<WSD> für Mikrobiologie an der University_of_Florida , ist die Idee , dass Phosphor durch Arsen ersetzt werden kann , nicht neu .",d008.s026.t001,bn:00027977n
,"Laut Jamie S. Foster , Dozentin für <WSD>Mikrobiologie<WSD> an der University_of_Florida , ist die Idee , dass Phosphor durch Arsen ersetzt werden kann , nicht neu .",d008.s026.t002,bn:00054734n
,"Laut Jamie S. Foster , Dozentin für Mikrobiologie an der <WSD>University_of_Florida<WSD> , ist die Idee , dass Phosphor durch Arsen ersetzt werden kann , nicht neu .",d008.s026.t003,bn:03437855n
,"Laut Jamie S. Foster , Dozentin für Mikrobiologie an der University_of_Florida , ist die <WSD>Idee<WSD> , dass Phosphor durch Arsen ersetzt werden kann , nicht neu .",d008.s026.t004,bn:00045800n
,"Laut Jamie S. Foster , Dozentin für Mikrobiologie an der University_of_Florida , ist die Idee , dass <WSD>Phosphor<WSD> durch Arsen ersetzt werden kann , nicht neu .",d008.s026.t005,bn:00006845n
,"Laut Jamie S. Foster , Dozentin für Mikrobiologie an der University_of_Florida , ist die Idee , dass Phosphor durch <WSD>Arsen<WSD> ersetzt werden kann , nicht neu .",d008.s026.t006,bn:00005917n
,Aber bisher gab es noch kein funktionierendes <WSD>Beispiel<WSD> .,d008.s027.t001,bn:17101177n
,"<WSD>Arsen<WSD> kam in den frühen Erdjahren häufiger vor , sagt sie , deshalb ist die Wissenschaft davon ausgegangen , dass frühe Lebensformen es verwendet haben .",d008.s028.t001,bn:00005917n
,"Arsen kam in den frühen Erdjahren häufiger vor , sagt sie , deshalb ist die Wissenschaft davon ausgegangen , dass frühe <WSD>Lebensformen<WSD> es verwendet haben .",d008.s028.t003,bn:00051067n
," Das gibt <WSD>Grund<WSD> zu der Annahme , dass Leben sich auch anders entwickelt haben kann als im frühen Erdzeitalter  , so Forster , die nicht Mitglied in Wolfe-Simons Forschungsteam war .",d008.s029.t001,bn:00041881n
," Das gibt Grund zu der <WSD>Annahme<WSD> , dass Leben sich auch anders entwickelt haben kann als im frühen Erdzeitalter  , so Forster , die nicht Mitglied in Wolfe-Simons Forschungsteam war .",d008.s029.t002,bn:00006559n
," Das gibt Grund zu der Annahme , dass <WSD>Leben<WSD> sich auch anders entwickelt haben kann als im frühen Erdzeitalter  , so Forster , die nicht Mitglied in Wolfe-Simons Forschungsteam war .",d008.s029.t003,bn:00051054n
," Das gibt Grund zu der Annahme , dass Leben sich auch anders entwickelt haben kann als im frühen <WSD>Erdzeitalter<WSD>  , so Forster , die nicht Mitglied in Wolfe-Simons Forschungsteam war .",d008.s029.t004,bn:00001648n
," Das gibt Grund zu der Annahme , dass Leben sich auch anders entwickelt haben kann als im frühen Erdzeitalter  , so Forster , die nicht <WSD>Mitglied<WSD> in Wolfe-Simons Forschungsteam war .",d008.s029.t005,bn:15845907n
,"Die <WSD>Forschungsarbeiten<WSD> wurden von der NASA , dem Energieministerium und den Nationalen Gesundheitsbehörden unterstützt .",d008.s030.t001,bn:00067280n
,"Die Forschungsarbeiten wurden von der <WSD>NASA<WSD> , dem Energieministerium und den Nationalen Gesundheitsbehörden unterstützt .",d008.s030.t002,bn:00056879n
,"Die Forschungsarbeiten wurden von der NASA , dem <WSD>Energieministerium<WSD> und den Nationalen Gesundheitsbehörden unterstützt .",d008.s030.t003,
,"Die Forschungsarbeiten wurden von der NASA , dem Energieministerium und den Nationalen <WSD>Gesundheitsbehörden<WSD> unterstützt .",d008.s030.t004,
,Die demokatrische <WSD>Routine<WSD>,d009.s001.t001,bn:00055504n
,"Die <WSD>Demokratiebewegung<WSD> in Lateinamerika wird stärker , so wie die Unterstützung privater Unternehmen .",d009.s002.t001,bn:00021207n
,"Die Demokratiebewegung in <WSD>Lateinamerika<WSD> wird stärker , so wie die Unterstützung privater Unternehmen .",d009.s002.t002,bn:00050165n
,"Die Demokratiebewegung in Lateinamerika wird stärker , so wie die <WSD>Unterstützung<WSD> privater Unternehmen .",d009.s002.t003,bn:00075331n
,"Die Demokratiebewegung in Lateinamerika wird stärker , so wie die Unterstützung privater <WSD>Unternehmen<WSD> .",d009.s002.t004,bn:00014137n
,<WSD>Kriminalität<WSD> ist ein größeres Problem als die Arbeitslosigkeit .,d009.s003.t001,
,Kriminalität ist ein größeres <WSD>Problem<WSD> als die Arbeitslosigkeit .,d009.s003.t002,bn:00048242n
,Kriminalität ist ein größeres Problem als die <WSD>Arbeitslosigkeit<WSD> .,d009.s003.t003,bn:00079045n
,In vielen <WSD>Teilen<WSD> der Region ist der Einfluss Brasiliens größer als der der Vereiniten_Staaten .,d009.s004.t001,bn:00060765n
,In vielen Teilen der <WSD>Region<WSD> ist der Einfluss Brasiliens größer als der der Vereiniten_Staaten .,d009.s004.t002,bn:00066884n
,In vielen Teilen der Region ist der <WSD>Einfluss<WSD> Brasiliens größer als der der Vereiniten_Staaten .,d009.s004.t003,bn:00046694n
,In vielen Teilen der Region ist der Einfluss <WSD>Brasiliens<WSD> größer als der der Vereiniten_Staaten .,d009.s004.t004,bn:00012786n
,In vielen Teilen der Region ist der Einfluss Brasiliens größer als der der <WSD>Vereiniten_Staaten<WSD> .,d009.s004.t005,bn:00003341n
,"Zu diesen <WSD>Ergebnissen<WSD> kam die Latinobarómetro-Umfrage , die in 18 Ländern durchgeführt und exklusiv in The_Economist veröffentlicht wurde .",d009.s005.t001,bn:00034520n
,"Zu diesen Ergebnissen kam die Latinobarómetro-Umfrage , die in 18 <WSD>Ländern<WSD> durchgeführt und exklusiv in The_Economist veröffentlicht wurde .",d009.s005.t002,bn:00023235n
,"Zu diesen Ergebnissen kam die Latinobarómetro-Umfrage , die in 18 Ländern durchgeführt und exklusiv in <WSD>The_Economist<WSD> veröffentlicht wurde .",d009.s005.t003,bn:03288311n
,Diese <WSD>Umfrage<WSD> wird seit 1995 regelmäßig durchgeführt und zeigt so den Meinungswechsel in dieser Region auf .,d009.s006.t001,bn:02081663n
,Diese Umfrage wird seit 1995 regelmäßig durchgeführt und zeigt so den Meinungswechsel in dieser <WSD>Region<WSD> auf .,d009.s006.t002,bn:00066884n
,Zwei <WSD>Fakten<WSD> fallen in der diesjährigen Umfrage vom September und Oktober besonders in ' s Auge .,d009.s007.t001,bn:00032655n
,Zwei Fakten fallen in der diesjährigen <WSD>Umfrage<WSD> vom September und Oktober besonders in ' s Auge .,d009.s007.t002,bn:02081663n
,Zwei Fakten fallen in der diesjährigen Umfrage vom <WSD>September<WSD> und Oktober besonders in ' s Auge .,d009.s007.t003,bn:00070537n
,Zwei Fakten fallen in der diesjährigen Umfrage vom September und <WSD>Oktober<WSD> besonders in ' s Auge .,d009.s007.t004,bn:00058593n
,Zwei Fakten fallen in der diesjährigen Umfrage vom September und Oktober besonders in ' s <WSD>Auge<WSD> .,d009.s007.t005,bn:00032512n
,Erstens die gute <WSD>Stimmung<WSD> in Lateinamerika,d009.s008.t001,bn:00045201n
,Erstens die gute Stimmung in <WSD>Lateinamerika<WSD>,d009.s008.t002,bn:00050165n
,und zweitens das wachsende <WSD>Interesse<WSD> an Demokratie und ihren wichtigsten Institutionen .,d009.s009.t001,bn:00047077n
,und zweitens das wachsende Interesse an <WSD>Demokratie<WSD> und ihren wichtigsten Institutionen .,d009.s009.t002,bn:00021207n
,und zweitens das wachsende Interesse an Demokratie und ihren wichtigsten <WSD>Institutionen<WSD> .,d009.s009.t003,bn:00046954n
,In zahlreichen <WSD>Ländern<WSD> an der südamerikanischen Pazifikküste hat die demokratische Bewegung stark zugenommen ( s. Tabelle 1 ) .,d009.s010.t001,bn:00023235n
,In zahlreichen Ländern an der südamerikanischen <WSD>Pazifikküste<WSD> hat die demokratische Bewegung stark zugenommen ( s. Tabelle 1 ) .,d009.s010.t002,bn:03623479n
,In zahlreichen Ländern an der südamerikanischen Pazifikküste hat die demokratische Bewegung stark zugenommen ( s. <WSD>Tabelle<WSD> 1 ) .,d009.s010.t003,bn:00075812n
,"In <WSD>Peru<WSD> z.B. , wo die Wirtschaft seit 2002 jährlich um ca. 6 % wächst , stieg die Zahl der Demokratiebefürworter von 40 % im Jahr 2005 auf 61 % in diesem Jahr .",d009.s011.t001,bn:00061757n
