num,sentence,fileid,senseid
,"Le fait que les quatre premiers <WSD>paniers<WSD> de l ’ équipe de Vitoria soient marqués depuis le périmètre , laissait présager qu ’ ils avaient sauté sur le terrain israélien avec les poignets chauds .",d002.s006.t002,bn:03922911n
,"Le fait que les quatre premiers paniers de l ’ <WSD>équipe<WSD> de Vitoria soient marqués depuis le périmètre , laissait présager qu ’ ils avaient sauté sur le terrain israélien avec les poignets chauds .",d002.s006.t003,bn:00073699n
,"Le fait que les quatre premiers paniers de l ’ équipe de Vitoria soient marqués depuis le <WSD>périmètre<WSD> , laissait présager qu ’ ils avaient sauté sur le terrain israélien avec les poignets chauds .",d002.s006.t004,
,"Le fait que les quatre premiers paniers de l ’ équipe de Vitoria soient marqués depuis le périmètre , laissait présager qu ’ ils avaient sauté sur le <WSD>terrain<WSD> israélien avec les poignets chauds .",d002.s006.t005,bn:00044503n
,"Le fait que les quatre premiers paniers de l ’ équipe de Vitoria soient marqués depuis le périmètre , laissait présager qu ’ ils avaient sauté sur le terrain israélien avec les <WSD>poignets<WSD> chauds .",d002.s006.t006,bn:00006143n
,English et Teletovic ont été les principaux <WSD>artisans<WSD> du 18-20 final du premier quart-temps .,d002.s007.t001,
,"Le second quart-temps fut sur le même <WSD>ton<WSD> , mais l ’ équipe d ’ Alava a choisi le jeu intérieur de Barac et le travail d ’ Eliyahu , qui a été reçu par des acclamations et des applaudissements de retour à son ancienne maison , pour accroître leur avantage à la pause ( 34-43 ) .",d002.s008.t001,bn:00033960n
,"Le second quart-temps fut sur le même ton , mais l ’ <WSD>équipe<WSD> d ’ Alava a choisi le jeu intérieur de Barac et le travail d ’ Eliyahu , qui a été reçu par des acclamations et des applaudissements de retour à son ancienne maison , pour accroître leur avantage à la pause ( 34-43 ) .",d002.s008.t002,bn:00073699n
,"Le second quart-temps fut sur le même ton , mais l ’ équipe d ’ Alava a choisi le <WSD>jeu<WSD> intérieur de Barac et le travail d ’ Eliyahu , qui a été reçu par des acclamations et des applaudissements de retour à son ancienne maison , pour accroître leur avantage à la pause ( 34-43 ) .",d002.s008.t003,bn:00062929n
,"Le second quart-temps fut sur le même ton , mais l ’ équipe d ’ Alava a choisi le jeu intérieur de Barac et le <WSD>travail<WSD> d ’ Eliyahu , qui a été reçu par des acclamations et des applaudissements de retour à son ancienne maison , pour accroître leur avantage à la pause ( 34-43 ) .",d002.s008.t004,bn:00081568n
,"Le second quart-temps fut sur le même ton , mais l ’ équipe d ’ Alava a choisi le jeu intérieur de Barac et le travail d ’ Eliyahu , qui a été reçu par des <WSD>acclamations<WSD> et des applaudissements de retour à son ancienne maison , pour accroître leur avantage à la pause ( 34-43 ) .",d002.s008.t005,bn:00000701n
,"Le second quart-temps fut sur le même ton , mais l ’ équipe d ’ Alava a choisi le jeu intérieur de Barac et le travail d ’ Eliyahu , qui a été reçu par des acclamations et des <WSD>applaudissements<WSD> de retour à son ancienne maison , pour accroître leur avantage à la pause ( 34-43 ) .",d002.s008.t006,bn:00005053n
,"Le second quart-temps fut sur le même ton , mais l ’ équipe d ’ Alava a choisi le jeu intérieur de Barac et le travail d ’ Eliyahu , qui a été reçu par des acclamations et des applaudissements de <WSD>retour<WSD> à son ancienne maison , pour accroître leur avantage à la pause ( 34-43 ) .",d002.s008.t007,bn:00044531n
,"Le second quart-temps fut sur le même ton , mais l ’ équipe d ’ Alava a choisi le jeu intérieur de Barac et le travail d ’ Eliyahu , qui a été reçu par des acclamations et des applaudissements de retour à son ancienne <WSD>maison<WSD> , pour accroître leur avantage à la pause ( 34-43 ) .",d002.s008.t008,bn:00044488n
,"Le second quart-temps fut sur le même ton , mais l ’ équipe d ’ Alava a choisi le jeu intérieur de Barac et le travail d ’ Eliyahu , qui a été reçu par des acclamations et des applaudissements de retour à son ancienne maison , pour accroître leur <WSD>avantage<WSD> à la pause ( 34-43 ) .",d002.s008.t009,bn:00001559n
,"Le second quart-temps fut sur le même ton , mais l ’ équipe d ’ Alava a choisi le jeu intérieur de Barac et le travail d ’ Eliyahu , qui a été reçu par des acclamations et des applaudissements de retour à son ancienne maison , pour accroître leur avantage à la <WSD>pause<WSD> ( 34-43 ) .",d002.s008.t010,bn:00012901n
,"Teletovic commençait déjà à se faire remarquer comme le meilleur <WSD>joueur<WSD> de son équipe , avec 13 points marqués , bien que le « moins six » d ’ évaluation de Splitter laissait déjà présager que cette nuit n ’ allait pas être la meilleure du brésilien .",d002.s009.t001,
,"Teletovic commençait déjà à se faire remarquer comme le meilleur joueur de son <WSD>équipe<WSD> , avec 13 points marqués , bien que le « moins six » d ’ évaluation de Splitter laissait déjà présager que cette nuit n ’ allait pas être la meilleure du brésilien .",d002.s009.t002,bn:00073699n
,"Teletovic commençait déjà à se faire remarquer comme le meilleur joueur de son équipe , avec 13 <WSD>points<WSD> marqués , bien que le « moins six » d ’ évaluation de Splitter laissait déjà présager que cette nuit n ’ allait pas être la meilleure du brésilien .",d002.s009.t003,bn:00063218n
,"Teletovic commençait déjà à se faire remarquer comme le meilleur joueur de son équipe , avec 13 points marqués , bien que le « moins six » d ’ <WSD>évaluation<WSD> de Splitter laissait déjà présager que cette nuit n ’ allait pas être la meilleure du brésilien .",d002.s009.t004,bn:02356904n
,"Teletovic commençait déjà à se faire remarquer comme le meilleur joueur de son équipe , avec 13 points marqués , bien que le « moins six » d ’ évaluation de Splitter laissait déjà présager que cette <WSD>nuit<WSD> n ’ allait pas être la meilleure du brésilien .",d002.s009.t005,bn:00025236n
,"Mais dans ce <WSD>match<WSD> , malgré le fait qu ’ ils étaient sur la bonne voie à la pause , rien n ’ était joué , loin de là , et l ’ équipe d ’ Avala voulut rappeler à celle de Vitoria qu' on ne gagne pas si facilement sur leur terrain , et grâce à « la main d ’ Elias » , ils réussirent à entrer dans le match .",d002.s010.t001,
,"Mais dans ce match , malgré le <WSD>fait<WSD> qu ’ ils étaient sur la bonne voie à la pause , rien n ’ était joué , loin de là , et l ’ équipe d ’ Avala voulut rappeler à celle de Vitoria qu' on ne gagne pas si facilement sur leur terrain , et grâce à « la main d ’ Elias » , ils réussirent à entrer dans le match .",d002.s010.t002,bn:00032654n
,"Mais dans ce match , malgré le fait qu ’ ils étaient sur la bonne <WSD>voie<WSD> à la pause , rien n ’ était joué , loin de là , et l ’ équipe d ’ Avala voulut rappeler à celle de Vitoria qu' on ne gagne pas si facilement sur leur terrain , et grâce à « la main d ’ Elias » , ils réussirent à entrer dans le match .",d002.s010.t003,
,"Mais dans ce match , malgré le fait qu ’ ils étaient sur la bonne voie à la <WSD>pause<WSD> , rien n ’ était joué , loin de là , et l ’ équipe d ’ Avala voulut rappeler à celle de Vitoria qu' on ne gagne pas si facilement sur leur terrain , et grâce à « la main d ’ Elias » , ils réussirent à entrer dans le match .",d002.s010.t004,bn:00012901n
,"Mais dans ce match , malgré le fait qu ’ ils étaient sur la bonne voie à la pause , <WSD>rien<WSD> n ’ était joué , loin de là , et l ’ équipe d ’ Avala voulut rappeler à celle de Vitoria qu' on ne gagne pas si facilement sur leur terrain , et grâce à « la main d ’ Elias » , ils réussirent à entrer dans le match .",d002.s010.t005,bn:00007146n
,"Mais dans ce match , malgré le fait qu ’ ils étaient sur la bonne voie à la pause , rien n ’ était joué , loin de là , et l ’ <WSD>équipe<WSD> d ’ Avala voulut rappeler à celle de Vitoria qu' on ne gagne pas si facilement sur leur terrain , et grâce à « la main d ’ Elias » , ils réussirent à entrer dans le match .",d002.s010.t006,bn:00073699n
,"Mais dans ce match , malgré le fait qu ’ ils étaient sur la bonne voie à la pause , rien n ’ était joué , loin de là , et l ’ équipe d ’ Avala voulut rappeler à celle de Vitoria qu' on ne gagne pas si facilement sur leur <WSD>terrain<WSD> , et grâce à « la main d ’ Elias » , ils réussirent à entrer dans le match .",d002.s010.t007,bn:00044503n
,"Mais dans ce match , malgré le fait qu ’ ils étaient sur la bonne voie à la pause , rien n ’ était joué , loin de là , et l ’ équipe d ’ Avala voulut rappeler à celle de Vitoria qu' on ne gagne pas si facilement sur leur terrain , et grâce à « la <WSD>main<WSD> d ’ Elias » , ils réussirent à entrer dans le match .",d002.s010.t008,bn:00042759n
,"Mais dans ce match , malgré le fait qu ’ ils étaient sur la bonne voie à la pause , rien n ’ était joué , loin de là , et l ’ équipe d ’ Avala voulut rappeler à celle de Vitoria qu' on ne gagne pas si facilement sur leur terrain , et grâce à « la main d ’ Elias » , ils réussirent à entrer dans le <WSD>match<WSD> .",d002.s010.t009,
,Eidson et Pnini contribuèrent de <WSD>manière<WSD> décisive à ce que les jaunes prennent l ’ avantage sur le lumineux ( 50-49 ) .,d002.s011.t001,bn:00053238n
,Eidson et Pnini contribuèrent de manière décisive à ce que les <WSD>jaunes<WSD> prennent l ’ avantage sur le lumineux ( 50-49 ) .,d002.s011.t002,bn:00081866n
,Eidson et Pnini contribuèrent de manière décisive à ce que les jaunes prennent l ’ <WSD>avantage<WSD> sur le lumineux ( 50-49 ) .,d002.s011.t003,bn:00001559n
,Eidson et Pnini contribuèrent de manière décisive à ce que les jaunes prennent l ’ avantage sur le <WSD>lumineux<WSD> ( 50-49 ) .,d002.s011.t004,
,Autres <WSD>difficultés<WSD>,d002.s012.t001,bn:00027042n
,"Les <WSD>joueurs<WSD> d ’ Ivanovic , blessés mais loin d ’ être morts , avaient besoin d ’ enchaîner quelques actions habiles pour prendre l ’ air , et c ’ est à ce moment que surgit la mitraillette de Mirza_Teletovic qui , avec trois paniers à trois points consécutifs et l ’ aide d ’ English et de Ribas remit le compteur à un score rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la fin du troisième quart-temps ( 57-67 ) .",d002.s013.t001,
,"Les joueurs d ’ Ivanovic , blessés mais loin d ’ être morts , avaient <WSD>besoin<WSD> d ’ enchaîner quelques actions habiles pour prendre l ’ air , et c ’ est à ce moment que surgit la mitraillette de Mirza_Teletovic qui , avec trois paniers à trois points consécutifs et l ’ aide d ’ English et de Ribas remit le compteur à un score rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la fin du troisième quart-temps ( 57-67 ) .",d002.s013.t002,bn:00057164n
,"Les joueurs d ’ Ivanovic , blessés mais loin d ’ être morts , avaient besoin d ’ enchaîner quelques <WSD>actions<WSD> habiles pour prendre l ’ air , et c ’ est à ce moment que surgit la mitraillette de Mirza_Teletovic qui , avec trois paniers à trois points consécutifs et l ’ aide d ’ English et de Ribas remit le compteur à un score rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la fin du troisième quart-temps ( 57-67 ) .",d002.s013.t003,bn:00001127n
,"Les joueurs d ’ Ivanovic , blessés mais loin d ’ être morts , avaient besoin d ’ enchaîner quelques actions habiles pour prendre l ’ <WSD>air<WSD> , et c ’ est à ce moment que surgit la mitraillette de Mirza_Teletovic qui , avec trois paniers à trois points consécutifs et l ’ aide d ’ English et de Ribas remit le compteur à un score rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la fin du troisième quart-temps ( 57-67 ) .",d002.s013.t004,bn:00002186n
,"Les joueurs d ’ Ivanovic , blessés mais loin d ’ être morts , avaient besoin d ’ enchaîner quelques actions habiles pour prendre l ’ air , et c ’ est à ce <WSD>moment<WSD> que surgit la mitraillette de Mirza_Teletovic qui , avec trois paniers à trois points consécutifs et l ’ aide d ’ English et de Ribas remit le compteur à un score rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la fin du troisième quart-temps ( 57-67 ) .",d002.s013.t005,bn:00046942n
,"Les joueurs d ’ Ivanovic , blessés mais loin d ’ être morts , avaient besoin d ’ enchaîner quelques actions habiles pour prendre l ’ air , et c ’ est à ce moment que surgit la <WSD>mitraillette<WSD> de Mirza_Teletovic qui , avec trois paniers à trois points consécutifs et l ’ aide d ’ English et de Ribas remit le compteur à un score rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la fin du troisième quart-temps ( 57-67 ) .",d002.s013.t006,
,"Les joueurs d ’ Ivanovic , blessés mais loin d ’ être morts , avaient besoin d ’ enchaîner quelques actions habiles pour prendre l ’ air , et c ’ est à ce moment que surgit la mitraillette de <WSD>Mirza_Teletovic<WSD> qui , avec trois paniers à trois points consécutifs et l ’ aide d ’ English et de Ribas remit le compteur à un score rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la fin du troisième quart-temps ( 57-67 ) .",d002.s013.t007,bn:00926583n
,"Les joueurs d ’ Ivanovic , blessés mais loin d ’ être morts , avaient besoin d ’ enchaîner quelques actions habiles pour prendre l ’ air , et c ’ est à ce moment que surgit la mitraillette de Mirza_Teletovic qui , avec trois <WSD>paniers<WSD> à trois points consécutifs et l ’ aide d ’ English et de Ribas remit le compteur à un score rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la fin du troisième quart-temps ( 57-67 ) .",d002.s013.t008,bn:03922911n
,"Les joueurs d ’ Ivanovic , blessés mais loin d ’ être morts , avaient besoin d ’ enchaîner quelques actions habiles pour prendre l ’ air , et c ’ est à ce moment que surgit la mitraillette de Mirza_Teletovic qui , avec trois paniers à trois <WSD>points<WSD> consécutifs et l ’ aide d ’ English et de Ribas remit le compteur à un score rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la fin du troisième quart-temps ( 57-67 ) .",d002.s013.t009,bn:00063218n
,"Les joueurs d ’ Ivanovic , blessés mais loin d ’ être morts , avaient besoin d ’ enchaîner quelques actions habiles pour prendre l ’ air , et c ’ est à ce moment que surgit la mitraillette de Mirza_Teletovic qui , avec trois paniers à trois points consécutifs et l ’ <WSD>aide<WSD> d ’ English et de Ribas remit le compteur à un score rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la fin du troisième quart-temps ( 57-67 ) .",d002.s013.t010,bn:00002155n
,"Les joueurs d ’ Ivanovic , blessés mais loin d ’ être morts , avaient besoin d ’ enchaîner quelques actions habiles pour prendre l ’ air , et c ’ est à ce moment que surgit la mitraillette de Mirza_Teletovic qui , avec trois paniers à trois points consécutifs et l ’ aide d ’ English et de Ribas remit le <WSD>compteur<WSD> à un score rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la fin du troisième quart-temps ( 57-67 ) .",d002.s013.t011,bn:00023158n
,"Les joueurs d ’ Ivanovic , blessés mais loin d ’ être morts , avaient besoin d ’ enchaîner quelques actions habiles pour prendre l ’ air , et c ’ est à ce moment que surgit la mitraillette de Mirza_Teletovic qui , avec trois paniers à trois points consécutifs et l ’ aide d ’ English et de Ribas remit le compteur à un <WSD>score<WSD> rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la fin du troisième quart-temps ( 57-67 ) .",d002.s013.t012,bn:00069755n
,"Les joueurs d ’ Ivanovic , blessés mais loin d ’ être morts , avaient besoin d ’ enchaîner quelques actions habiles pour prendre l ’ air , et c ’ est à ce moment que surgit la mitraillette de Mirza_Teletovic qui , avec trois paniers à trois points consécutifs et l ’ aide d ’ English et de Ribas remit le compteur à un score rassurant ( 54-67 ) , et que les locaux réussirent à accentuer à la <WSD>fin<WSD> du troisième quart-temps ( 57-67 ) .",d002.s013.t014,bn:00030719n
,L ’ <WSD>équipe<WSD> d ’ Avala sortit pour jouer le tout pour le tout lors de la dernière période et English et San Emeterio ( 60-75 ) avisèrent qu ’ ils n ’ allaient lasser personne leur prendre ce qu ’ ils avaient mérité pendant les trente première minutes .,d002.s014.t001,bn:00073699n
,L ’ équipe d ’ Avala sortit pour jouer le <WSD>tout<WSD> pour le tout lors de la dernière période et English et San Emeterio ( 60-75 ) avisèrent qu ’ ils n ’ allaient lasser personne leur prendre ce qu ’ ils avaient mérité pendant les trente première minutes .,d002.s014.t002,
,L ’ équipe d ’ Avala sortit pour jouer le tout pour le tout lors de la dernière <WSD>période<WSD> et English et San Emeterio ( 60-75 ) avisèrent qu ’ ils n ’ allaient lasser personne leur prendre ce qu ’ ils avaient mérité pendant les trente première minutes .,d002.s014.t003,bn:16287231n
,L ’ équipe d ’ Avala sortit pour jouer le tout pour le tout lors de la dernière période et English et San Emeterio ( 60-75 ) avisèrent qu ’ ils n ’ allaient lasser personne leur prendre ce qu ’ ils avaient mérité pendant les trente première <WSD>minutes<WSD> .,d002.s014.t004,bn:00055094n
,"Néanmoins , Pnini y Eidson , les meilleurs de leur <WSD>équipe<WSD> , ne se résignèrent pas et essayèrent de la soutenir depuis la ligne des trois points ( 70-77 ) .",d002.s015.t001,bn:00073699n
,"Néanmoins , Pnini y Eidson , les meilleurs de leur équipe , ne se résignèrent pas et essayèrent de la soutenir depuis la <WSD>ligne<WSD> des trois points ( 70-77 ) .",d002.s015.t002,bn:00051289n
,"Néanmoins , Pnini y Eidson , les meilleurs de leur équipe , ne se résignèrent pas et essayèrent de la soutenir depuis la ligne des trois <WSD>points<WSD> ( 70-77 ) .",d002.s015.t003,bn:00063218n
,"Malgré cela , et avec Splitter éliminé pour <WSD>fautes<WSD> , les joueurs d ’ Ivanovic ne se précipitèrent pas , défendirent bien , et bien que les israéliens se soient rapprochés lors de la dernière minute ( 80-85 ) , la partie était déjà jouée et la victoire échappait à Tel_Aviv pour la première fois de la saison .",d002.s016.t001,bn:01229430n
,"Malgré cela , et avec Splitter éliminé pour fautes , les <WSD>joueurs<WSD> d ’ Ivanovic ne se précipitèrent pas , défendirent bien , et bien que les israéliens se soient rapprochés lors de la dernière minute ( 80-85 ) , la partie était déjà jouée et la victoire échappait à Tel_Aviv pour la première fois de la saison .",d002.s016.t002,
,"Malgré cela , et avec Splitter éliminé pour fautes , les joueurs d ’ Ivanovic ne se précipitèrent pas , défendirent bien , et bien que les <WSD>israéliens<WSD> se soient rapprochés lors de la dernière minute ( 80-85 ) , la partie était déjà jouée et la victoire échappait à Tel_Aviv pour la première fois de la saison .",d002.s016.t003,bn:00047683n
,"Malgré cela , et avec Splitter éliminé pour fautes , les joueurs d ’ Ivanovic ne se précipitèrent pas , défendirent bien , et bien que les israéliens se soient rapprochés lors de la dernière <WSD>minute<WSD> ( 80-85 ) , la partie était déjà jouée et la victoire échappait à Tel_Aviv pour la première fois de la saison .",d002.s016.t004,bn:00055094n
,"Malgré cela , et avec Splitter éliminé pour fautes , les joueurs d ’ Ivanovic ne se précipitèrent pas , défendirent bien , et bien que les israéliens se soient rapprochés lors de la dernière minute ( 80-85 ) , la <WSD>partie<WSD> était déjà jouée et la victoire échappait à Tel_Aviv pour la première fois de la saison .",d002.s016.t005,bn:04755148n
,"Malgré cela , et avec Splitter éliminé pour fautes , les joueurs d ’ Ivanovic ne se précipitèrent pas , défendirent bien , et bien que les israéliens se soient rapprochés lors de la dernière minute ( 80-85 ) , la partie était déjà jouée et la <WSD>victoire<WSD> échappait à Tel_Aviv pour la première fois de la saison .",d002.s016.t006,bn:00078365n
,"Malgré cela , et avec Splitter éliminé pour fautes , les joueurs d ’ Ivanovic ne se précipitèrent pas , défendirent bien , et bien que les israéliens se soient rapprochés lors de la dernière minute ( 80-85 ) , la partie était déjà jouée et la victoire échappait à <WSD>Tel_Aviv<WSD> pour la première fois de la saison .",d002.s016.t007,bn:00076369n
,"Malgré cela , et avec Splitter éliminé pour fautes , les joueurs d ’ Ivanovic ne se précipitèrent pas , défendirent bien , et bien que les israéliens se soient rapprochés lors de la dernière minute ( 80-85 ) , la partie était déjà jouée et la victoire échappait à Tel_Aviv pour la première <WSD>fois<WSD> de la saison .",d002.s016.t008,bn:00019848n
,"Malgré cela , et avec Splitter éliminé pour fautes , les joueurs d ’ Ivanovic ne se précipitèrent pas , défendirent bien , et bien que les israéliens se soient rapprochés lors de la dernière minute ( 80-85 ) , la partie était déjà jouée et la victoire échappait à Tel_Aviv pour la première fois de la <WSD>saison<WSD> .",d002.s016.t009,bn:00070056n
,"<WSD>Wall_Street<WSD> finit sans direction , freinée par la hausse du dollar",d003.s001.t001,
,"Wall_Street finit sans <WSD>direction<WSD> , freinée par la hausse du dollar",d003.s001.t002,bn:00027354n
,"Wall_Street finit sans direction , freinée par la <WSD>hausse<WSD> du dollar",d003.s001.t003,
,"Wall_Street finit sans direction , freinée par la hausse du <WSD>dollar<WSD>",d003.s001.t004,bn:00028114n
,"La <WSD>Bourse_de_New_York<WSD> a fini sans direction vendredi , dans un marché tiraillé entre des indicateurs meilleurs que prévu aux Etats-Unis et la hausse du dollar : le Dow_Jones a gagné 0,63 % mais le Nasdaq a perdu 0,03 % .",d003.s002.t001,bn:00010302n
,"La Bourse_de_New_York a fini sans <WSD>direction<WSD> vendredi , dans un marché tiraillé entre des indicateurs meilleurs que prévu aux Etats-Unis et la hausse du dollar : le Dow_Jones a gagné 0,63 % mais le Nasdaq a perdu 0,03 % .",d003.s002.t002,bn:00027354n
,"La Bourse_de_New_York a fini sans direction <WSD>vendredi<WSD> , dans un marché tiraillé entre des indicateurs meilleurs que prévu aux Etats-Unis et la hausse du dollar : le Dow_Jones a gagné 0,63 % mais le Nasdaq a perdu 0,03 % .",d003.s002.t003,bn:00036512n
,"La Bourse_de_New_York a fini sans direction vendredi , dans un <WSD>marché<WSD> tiraillé entre des indicateurs meilleurs que prévu aux Etats-Unis et la hausse du dollar : le Dow_Jones a gagné 0,63 % mais le Nasdaq a perdu 0,03 % .",d003.s002.t004,bn:00053458n
,"La Bourse_de_New_York a fini sans direction vendredi , dans un marché tiraillé entre des <WSD>indicateurs<WSD> meilleurs que prévu aux Etats-Unis et la hausse du dollar : le Dow_Jones a gagné 0,63 % mais le Nasdaq a perdu 0,03 % .",d003.s002.t005,
,"La Bourse_de_New_York a fini sans direction vendredi , dans un marché tiraillé entre des indicateurs meilleurs que prévu aux <WSD>Etats-Unis<WSD> et la hausse du dollar : le Dow_Jones a gagné 0,63 % mais le Nasdaq a perdu 0,03 % .",d003.s002.t006,bn:00003341n
,"La Bourse_de_New_York a fini sans direction vendredi , dans un marché tiraillé entre des indicateurs meilleurs que prévu aux Etats-Unis et la <WSD>hausse<WSD> du dollar : le Dow_Jones a gagné 0,63 % mais le Nasdaq a perdu 0,03 % .",d003.s002.t007,
,"La Bourse_de_New_York a fini sans direction vendredi , dans un marché tiraillé entre des indicateurs meilleurs que prévu aux Etats-Unis et la hausse du <WSD>dollar<WSD> : le Dow_Jones a gagné 0,63 % mais le Nasdaq a perdu 0,03 % .",d003.s002.t008,bn:00028114n
,"La Bourse_de_New_York a fini sans direction vendredi , dans un marché tiraillé entre des indicateurs meilleurs que prévu aux Etats-Unis et la hausse du dollar : le <WSD>Dow_Jones<WSD> a gagné 0,63 % mais le Nasdaq a perdu 0,03 % .",d003.s002.t009,bn:00028458n
,"La Bourse_de_New_York a fini sans direction vendredi , dans un marché tiraillé entre des indicateurs meilleurs que prévu aux Etats-Unis et la hausse du dollar : le Dow_Jones a gagné 0,63 % mais le <WSD>Nasdaq<WSD> a perdu 0,03 % .",d003.s002.t010,bn:00056893n
,"Selon les <WSD>chiffres<WSD> définitifs de clôture , le Dow_Jones_Industrial_Average est monté de 65,67 points à 10.471,50 points , tandis que le Nasdaq , à dominante technologique , a abandonné 0,55 point à 2.190,31 points .",d003.s003.t001,bn:00027078n
,"Selon les chiffres définitifs de <WSD>clôture<WSD> , le Dow_Jones_Industrial_Average est monté de 65,67 points à 10.471,50 points , tandis que le Nasdaq , à dominante technologique , a abandonné 0,55 point à 2.190,31 points .",d003.s003.t002,
,"Selon les chiffres définitifs de clôture , le <WSD>Dow_Jones_Industrial_Average<WSD> est monté de 65,67 points à 10.471,50 points , tandis que le Nasdaq , à dominante technologique , a abandonné 0,55 point à 2.190,31 points .",d003.s003.t003,bn:00028458n
,"Selon les chiffres définitifs de clôture , le Dow_Jones_Industrial_Average est monté de 65,67 <WSD>points<WSD> à 10.471,50 points , tandis que le Nasdaq , à dominante technologique , a abandonné 0,55 point à 2.190,31 points .",d003.s003.t004,bn:00025966n
,"Selon les chiffres définitifs de clôture , le Dow_Jones_Industrial_Average est monté de 65,67 points à 10.471,50 <WSD>points<WSD> , tandis que le Nasdaq , à dominante technologique , a abandonné 0,55 point à 2.190,31 points .",d003.s003.t005,bn:00025966n
,"Selon les chiffres définitifs de clôture , le Dow_Jones_Industrial_Average est monté de 65,67 points à 10.471,50 points , tandis que le <WSD>Nasdaq<WSD> , à dominante technologique , a abandonné 0,55 point à 2.190,31 points .",d003.s003.t006,bn:00056893n
,"Selon les chiffres définitifs de clôture , le Dow_Jones_Industrial_Average est monté de 65,67 points à 10.471,50 points , tandis que le Nasdaq , à dominante technologique , a abandonné 0,55 <WSD>point<WSD> à 2.190,31 points .",d003.s003.t007,bn:00025966n
,"Selon les chiffres définitifs de clôture , le Dow_Jones_Industrial_Average est monté de 65,67 points à 10.471,50 points , tandis que le Nasdaq , à dominante technologique , a abandonné 0,55 point à 2.190,31 <WSD>points<WSD> .",d003.s003.t008,bn:00025966n
,"L' indice élargi Standard & Poor' s 500 a lui progressé de 0,37 % ( 4,06 <WSD>points<WSD> ) à 1.106,41 points .",d003.s004.t001,bn:00025966n
,"L' indice élargi Standard & Poor' s 500 a lui progressé de 0,37 % ( 4,06 points ) à 1.106,41 <WSD>points<WSD> .",d003.s004.t002,bn:00025966n
,"Honnêtement , le <WSD>marché<WSD> est très calme , a relevé Mace Blicksilver , de Marblehead Asset_Management .",d003.s005.t001,bn:00053458n
,"Il reste dans des <WSD>marges<WSD> étroites , le volume d' échanges est devenu très faible et je pense que cela va rester le cas jusqu' à la fin de l' année .",d003.s006.t001,bn:00053396n
,"Il reste dans des marges étroites , le <WSD>volume<WSD> d' échanges est devenu très faible et je pense que cela va rester le cas jusqu' à la fin de l' année .",d003.s006.t002,bn:00013768n
,"Il reste dans des marges étroites , le volume d' <WSD>échanges<WSD> est devenu très faible et je pense que cela va rester le cas jusqu' à la fin de l' année .",d003.s006.t003,bn:00077862n
,"Il reste dans des marges étroites , le volume d' échanges est devenu très faible et je pense que cela va rester le <WSD>cas<WSD> jusqu' à la fin de l' année .",d003.s006.t004,bn:00016404n
,"Il reste dans des marges étroites , le volume d' échanges est devenu très faible et je pense que cela va rester le cas jusqu' à la <WSD>fin<WSD> de l' année .",d003.s006.t005,bn:00030719n
,"Il reste dans des marges étroites , le volume d' échanges est devenu très faible et je pense que cela va rester le cas jusqu' à la fin de l' <WSD>année<WSD> .",d003.s006.t006,bn:00078738n
,"La <WSD>tendance<WSD> a été soutenue par la publication d' indicateurs économiques meilleurs que prévu , qui "" ont contribué à améliorer l' opinion du marché quant à la solidité de la reprise économique "" , ont résumé les analystes de Charles Schwab .",d003.s007.t001,bn:00076496n
,"La tendance a été soutenue par la <WSD>publication<WSD> d' indicateurs économiques meilleurs que prévu , qui "" ont contribué à améliorer l' opinion du marché quant à la solidité de la reprise économique "" , ont résumé les analystes de Charles Schwab .",d003.s007.t002,bn:00047693n
,"La tendance a été soutenue par la publication d' <WSD>indicateurs<WSD> économiques meilleurs que prévu , qui "" ont contribué à améliorer l' opinion du marché quant à la solidité de la reprise économique "" , ont résumé les analystes de Charles Schwab .",d003.s007.t003,
,"La tendance a été soutenue par la publication d' indicateurs économiques meilleurs que prévu , qui "" ont contribué à améliorer l' <WSD>opinion<WSD> du marché quant à la solidité de la reprise économique "" , ont résumé les analystes de Charles Schwab .",d003.s007.t004,bn:00059168n
,"La tendance a été soutenue par la publication d' indicateurs économiques meilleurs que prévu , qui "" ont contribué à améliorer l' opinion du <WSD>marché<WSD> quant à la solidité de la reprise économique "" , ont résumé les analystes de Charles Schwab .",d003.s007.t005,bn:00053458n
,"La tendance a été soutenue par la publication d' indicateurs économiques meilleurs que prévu , qui "" ont contribué à améliorer l' opinion du marché quant à la <WSD>solidité<WSD> de la reprise économique "" , ont résumé les analystes de Charles Schwab .",d003.s007.t006,bn:00068798n
