num,sentence,fileid,senseid
,"Sin embargo , Pnini y Eidson , los mejores de su equipo no se resignaron e intentaron mantener con vida a su <WSD>equipo<WSD> desde la línea de tres puntos ( 70-77 ) .",d002.s015.t003,bn:00073699n
,"Sin embargo , Pnini y Eidson , los mejores de su equipo no se resignaron e intentaron mantener con vida a su equipo desde la línea de tres <WSD>puntos<WSD> ( 70-77 ) .",d002.s015.t004,bn:00063218n
,"Pese a ello , y con Splitter eliminado por <WSD>faltas<WSD> , los de Ivanovic no se precipitaron , defendieron bien , y aunque los israelíes se acercaron en el minuto final ( 80-85 ) , el partido ya tenía dueño y la victoria se escapaba de Tel_Aviv por primera en la temporada .",d002.s016.t001,bn:01229430n
,"Pese a ello , y con Splitter eliminado por faltas , los de Ivanovic no se precipitaron , defendieron bien , y aunque los <WSD>israelíes<WSD> se acercaron en el minuto final ( 80-85 ) , el partido ya tenía dueño y la victoria se escapaba de Tel_Aviv por primera en la temporada .",d002.s016.t002,bn:00047683n
,"Pese a ello , y con Splitter eliminado por faltas , los de Ivanovic no se precipitaron , defendieron bien , y aunque los israelíes se acercaron en el <WSD>minuto<WSD> final ( 80-85 ) , el partido ya tenía dueño y la victoria se escapaba de Tel_Aviv por primera en la temporada .",d002.s016.t003,bn:00055094n
,"Pese a ello , y con Splitter eliminado por faltas , los de Ivanovic no se precipitaron , defendieron bien , y aunque los israelíes se acercaron en el minuto final ( 80-85 ) , el partido ya tenía <WSD>dueño<WSD> y la victoria se escapaba de Tel_Aviv por primera en la temporada .",d002.s016.t004,
,"Pese a ello , y con Splitter eliminado por faltas , los de Ivanovic no se precipitaron , defendieron bien , y aunque los israelíes se acercaron en el minuto final ( 80-85 ) , el partido ya tenía dueño y la <WSD>victoria<WSD> se escapaba de Tel_Aviv por primera en la temporada .",d002.s016.t005,bn:00078365n
,"Pese a ello , y con Splitter eliminado por faltas , los de Ivanovic no se precipitaron , defendieron bien , y aunque los israelíes se acercaron en el minuto final ( 80-85 ) , el partido ya tenía dueño y la victoria se escapaba de <WSD>Tel_Aviv<WSD> por primera en la temporada .",d002.s016.t006,bn:00076369n
,"Pese a ello , y con Splitter eliminado por faltas , los de Ivanovic no se precipitaron , defendieron bien , y aunque los israelíes se acercaron en el minuto final ( 80-85 ) , el partido ya tenía dueño y la victoria se escapaba de Tel_Aviv por primera en la <WSD>temporada<WSD> .",d002.s016.t007,bn:00070056n
,<WSD>Wall_Street<WSD> pierde el rumbo y se frena por el alza del dólar,d003.s001.t001,bn:00080397n
,Wall_Street pierde el <WSD>rumbo<WSD> y se frena por el alza del dólar,d003.s001.t002,bn:00002181n
,Wall_Street pierde el rumbo y se frena por el alza del <WSD>dólar<WSD>,d003.s001.t003,bn:00028114n
,"La <WSD>Bolsa_de_Nueva_York<WSD> cerró este viernes sin rumbo , en un mercado que se debate entre indicadores mejores que los previstos en los Estados_Unidos y el alza del dólar : el Dow_Jones ganó un 0,63 % , pero el Nasdaq perdió un 0,03 % .",d003.s002.t001,bn:00010302n
,"La Bolsa_de_Nueva_York cerró este <WSD>viernes<WSD> sin rumbo , en un mercado que se debate entre indicadores mejores que los previstos en los Estados_Unidos y el alza del dólar : el Dow_Jones ganó un 0,63 % , pero el Nasdaq perdió un 0,03 % .",d003.s002.t002,bn:00036512n
,"La Bolsa_de_Nueva_York cerró este viernes sin <WSD>rumbo<WSD> , en un mercado que se debate entre indicadores mejores que los previstos en los Estados_Unidos y el alza del dólar : el Dow_Jones ganó un 0,63 % , pero el Nasdaq perdió un 0,03 % .",d003.s002.t003,bn:00002181n
,"La Bolsa_de_Nueva_York cerró este viernes sin rumbo , en un <WSD>mercado<WSD> que se debate entre indicadores mejores que los previstos en los Estados_Unidos y el alza del dólar : el Dow_Jones ganó un 0,63 % , pero el Nasdaq perdió un 0,03 % .",d003.s002.t004,bn:00053458n bn:00053460n
,"La Bolsa_de_Nueva_York cerró este viernes sin rumbo , en un mercado que se debate entre indicadores mejores que los previstos en los <WSD>Estados_Unidos<WSD> y el alza del dólar : el Dow_Jones ganó un 0,63 % , pero el Nasdaq perdió un 0,03 % .",d003.s002.t005,bn:00003341n bn:00078848n
,"La Bolsa_de_Nueva_York cerró este viernes sin rumbo , en un mercado que se debate entre indicadores mejores que los previstos en los Estados_Unidos y el alza del <WSD>dólar<WSD> : el Dow_Jones ganó un 0,63 % , pero el Nasdaq perdió un 0,03 % .",d003.s002.t006,bn:00028114n
,"La Bolsa_de_Nueva_York cerró este viernes sin rumbo , en un mercado que se debate entre indicadores mejores que los previstos en los Estados_Unidos y el alza del dólar : el <WSD>Dow_Jones<WSD> ganó un 0,63 % , pero el Nasdaq perdió un 0,03 % .",d003.s002.t007,bn:00028458n
,"La Bolsa_de_Nueva_York cerró este viernes sin rumbo , en un mercado que se debate entre indicadores mejores que los previstos en los Estados_Unidos y el alza del dólar : el Dow_Jones ganó un 0,63 % , pero el <WSD>Nasdaq<WSD> perdió un 0,03 % .",d003.s002.t008,bn:00056893n
,"Según las cifras definitivas al cierre , el <WSD>Dow_Jones_Industrial_Average<WSD> subió 65,67 puntos alcanzando 10.471,50 puntos , mientras el Nasdaq , de componente tecnológico , perdió 0,55 puntos para situarse en 2.190,31 puntos .",d003.s003.t001,bn:00028458n
,"Según las cifras definitivas al cierre , el Dow_Jones_Industrial_Average subió 65,67 <WSD>puntos<WSD> alcanzando 10.471,50 puntos , mientras el Nasdaq , de componente tecnológico , perdió 0,55 puntos para situarse en 2.190,31 puntos .",d003.s003.t002,bn:00025966n
,"Según las cifras definitivas al cierre , el Dow_Jones_Industrial_Average subió 65,67 puntos alcanzando 10.471,50 <WSD>puntos<WSD> , mientras el Nasdaq , de componente tecnológico , perdió 0,55 puntos para situarse en 2.190,31 puntos .",d003.s003.t003,bn:00025966n
,"Según las cifras definitivas al cierre , el Dow_Jones_Industrial_Average subió 65,67 puntos alcanzando 10.471,50 puntos , mientras el <WSD>Nasdaq<WSD> , de componente tecnológico , perdió 0,55 puntos para situarse en 2.190,31 puntos .",d003.s003.t004,bn:00056893n
,"Según las cifras definitivas al cierre , el Dow_Jones_Industrial_Average subió 65,67 puntos alcanzando 10.471,50 puntos , mientras el Nasdaq , de <WSD>componente<WSD> tecnológico , perdió 0,55 puntos para situarse en 2.190,31 puntos .",d003.s003.t005,bn:00021394n
,"Según las cifras definitivas al cierre , el Dow_Jones_Industrial_Average subió 65,67 puntos alcanzando 10.471,50 puntos , mientras el Nasdaq , de componente tecnológico , perdió 0,55 <WSD>puntos<WSD> para situarse en 2.190,31 puntos .",d003.s003.t006,bn:00025966n
,"Según las cifras definitivas al cierre , el Dow_Jones_Industrial_Average subió 65,67 puntos alcanzando 10.471,50 puntos , mientras el Nasdaq , de componente tecnológico , perdió 0,55 puntos para situarse en 2.190,31 <WSD>puntos<WSD> .",d003.s003.t007,bn:00025966n
,"El <WSD>índice<WSD> ampliado Standard_&_Poor's 500 avanzó de 0,37 % ( 4,06 puntos ) , alcanzando 1.106,41 puntos .",d003.s004.t001,bn:00046418n
,"El índice ampliado <WSD>Standard_&_Poor's<WSD> 500 avanzó de 0,37 % ( 4,06 puntos ) , alcanzando 1.106,41 puntos .",d003.s004.t002,
,"El índice ampliado Standard_&_Poor's 500 avanzó de 0,37 % ( 4,06 <WSD>puntos<WSD> ) , alcanzando 1.106,41 puntos .",d003.s004.t003,bn:00025966n
,"El índice ampliado Standard_&_Poor's 500 avanzó de 0,37 % ( 4,06 puntos ) , alcanzando 1.106,41 <WSD>puntos<WSD> .",d003.s004.t004,bn:00025966n
,"Honestamente , el <WSD>mercado<WSD> está muy tranquilo , señaló Mace Blicksilver , de Marblehead Asset Management .",d003.s005.t001,bn:00053458n bn:00053460n
,"Permanece con márgenes estrechos , el <WSD>volumen<WSD> de intercambios es cada vez más reducido y creo que se va a mantener así hasta fin_de_año .",d003.s006.t001,bn:00080229n bn:00013768n
,"Permanece con márgenes estrechos , el volumen de intercambios es cada <WSD>vez<WSD> más reducido y creo que se va a mantener así hasta fin_de_año .",d003.s006.t002,bn:00019848n
,"Permanece con márgenes estrechos , el volumen de intercambios es cada vez más reducido y creo que se va a mantener así hasta <WSD>fin_de_año<WSD> .",d003.s006.t003,bn:00081858n
,"La <WSD>tendencia<WSD> se mantuvo gracias a la publicación de indicadores_económicos mejores que los previstos , que "" ayudaron a mejorar la opinión del mercado en cuanto a la solidez de la reactivación_económica "" , resumieron los analistas de Charles Schwab .",d003.s007.t001,bn:00076496n
,"La tendencia se mantuvo gracias a la <WSD>publicación<WSD> de indicadores_económicos mejores que los previstos , que "" ayudaron a mejorar la opinión del mercado en cuanto a la solidez de la reactivación_económica "" , resumieron los analistas de Charles Schwab .",d003.s007.t002,bn:00065106n bn:00047693n
,"La tendencia se mantuvo gracias a la publicación de <WSD>indicadores_económicos<WSD> mejores que los previstos , que "" ayudaron a mejorar la opinión del mercado en cuanto a la solidez de la reactivación_económica "" , resumieron los analistas de Charles Schwab .",d003.s007.t003,bn:00050378n
,"La tendencia se mantuvo gracias a la publicación de indicadores_económicos mejores que los previstos , que "" ayudaron a mejorar la <WSD>opinión<WSD> del mercado en cuanto a la solidez de la reactivación_económica "" , resumieron los analistas de Charles Schwab .",d003.s007.t004,bn:00059168n
,"La tendencia se mantuvo gracias a la publicación de indicadores_económicos mejores que los previstos , que "" ayudaron a mejorar la opinión del <WSD>mercado<WSD> en cuanto a la solidez de la reactivación_económica "" , resumieron los analistas de Charles Schwab .",d003.s007.t005,bn:00053458n bn:00053460n
,"La tendencia se mantuvo gracias a la publicación de indicadores_económicos mejores que los previstos , que "" ayudaron a mejorar la opinión del mercado en cuanto a la solidez de la <WSD>reactivación_económica<WSD> "" , resumieron los analistas de Charles Schwab .",d003.s007.t006,bn:08476865n
,"La tendencia se mantuvo gracias a la publicación de indicadores_económicos mejores que los previstos , que "" ayudaron a mejorar la opinión del mercado en cuanto a la solidez de la reactivación_económica "" , resumieron los <WSD>analistas<WSD> de Charles Schwab .",d003.s007.t007,bn:00003801n
,"En los <WSD>Estados_Unidos<WSD> , las ventas minoristas aumentaron un 1,3 % en noviembre por segundo mes consecutivo y mayores que lo previsto .",d003.s008.t001,bn:00003341n bn:00078848n
,"En los Estados_Unidos , las <WSD>ventas<WSD> minoristas aumentaron un 1,3 % en noviembre por segundo mes consecutivo y mayores que lo previsto .",d003.s008.t002,bn:00068915n
,"En los Estados_Unidos , las ventas <WSD>minoristas<WSD> aumentaron un 1,3 % en noviembre por segundo mes consecutivo y mayores que lo previsto .",d003.s008.t003,bn:00067417n
,"En los Estados_Unidos , las ventas minoristas aumentaron un 1,3 % en <WSD>noviembre<WSD> por segundo mes consecutivo y mayores que lo previsto .",d003.s008.t004,bn:00058192n
,"En los Estados_Unidos , las ventas minoristas aumentaron un 1,3 % en noviembre por segundo <WSD>mes<WSD> consecutivo y mayores que lo previsto .",d003.s008.t005,bn:00055794n bn:00014710n
,"Además , la <WSD>confianza<WSD> de los consumidores estadounidenses se recuperó visiblemente en diciembre , 73,4 contra 67,4 el mes anterior , según la estimación preliminar del índice de la Universidad_de_Michigan .",d003.s009.t001,bn:00078488n
,"Además , la confianza de los <WSD>consumidores<WSD> estadounidenses se recuperó visiblemente en diciembre , 73,4 contra 67,4 el mes anterior , según la estimación preliminar del índice de la Universidad_de_Michigan .",d003.s009.t002,bn:00022095n
,"Además , la confianza de los consumidores estadounidenses se recuperó visiblemente en <WSD>diciembre<WSD> , 73,4 contra 67,4 el mes anterior , según la estimación preliminar del índice de la Universidad_de_Michigan .",d003.s009.t003,bn:00025645n
,"Además , la confianza de los consumidores estadounidenses se recuperó visiblemente en diciembre , 73,4 contra 67,4 el <WSD>mes<WSD> anterior , según la estimación preliminar del índice de la Universidad_de_Michigan .",d003.s009.t004,bn:00055794n bn:00014710n
,"Además , la confianza de los consumidores estadounidenses se recuperó visiblemente en diciembre , 73,4 contra 67,4 el mes anterior , según la <WSD>estimación<WSD> preliminar del índice de la Universidad_de_Michigan .",d003.s009.t005,bn:00005164n
,"Además , la confianza de los consumidores estadounidenses se recuperó visiblemente en diciembre , 73,4 contra 67,4 el mes anterior , según la estimación preliminar del <WSD>índice<WSD> de la Universidad_de_Michigan .",d003.s009.t006,bn:00046418n
,"Además , la confianza de los consumidores estadounidenses se recuperó visiblemente en diciembre , 73,4 contra 67,4 el mes anterior , según la estimación preliminar del índice de la <WSD>Universidad_de_Michigan<WSD> .",d003.s009.t007,bn:00079156n
,"Sin embargo , los <WSD>índices<WSD> se frenaron por un nuevo avance del dólar que alcanzó el nivel más alto de los últimos dos meses frente al euro , lo que "" lleva a la baja a los sectores sensibles a la situación económica "" , explicó Owen Fitzpatrick , del Deutsche_Bank .",d003.s010.t001,bn:00046418n
,"Sin embargo , los índices se frenaron por un nuevo avance del <WSD>dólar<WSD> que alcanzó el nivel más alto de los últimos dos meses frente al euro , lo que "" lleva a la baja a los sectores sensibles a la situación económica "" , explicó Owen Fitzpatrick , del Deutsche_Bank .",d003.s010.t002,bn:00028114n
,"Sin embargo , los índices se frenaron por un nuevo avance del dólar que alcanzó el <WSD>nivel<WSD> más alto de los últimos dos meses frente al euro , lo que "" lleva a la baja a los sectores sensibles a la situación económica "" , explicó Owen Fitzpatrick , del Deutsche_Bank .",d003.s010.t003,bn:00025965n
,"Sin embargo , los índices se frenaron por un nuevo avance del dólar que alcanzó el nivel más alto de los últimos dos <WSD>meses<WSD> frente al euro , lo que "" lleva a la baja a los sectores sensibles a la situación económica "" , explicó Owen Fitzpatrick , del Deutsche_Bank .",d003.s010.t004,bn:00055794n bn:00014710n
,"Sin embargo , los índices se frenaron por un nuevo avance del dólar que alcanzó el nivel más alto de los últimos dos meses frente al <WSD>euro<WSD> , lo que "" lleva a la baja a los sectores sensibles a la situación económica "" , explicó Owen Fitzpatrick , del Deutsche_Bank .",d003.s010.t005,bn:00031888n
,"Sin embargo , los índices se frenaron por un nuevo avance del dólar que alcanzó el nivel más alto de los últimos dos meses frente al euro , lo que "" lleva a la baja a los sectores sensibles a la situación económica "" , explicó Owen Fitzpatrick , del <WSD>Deutsche_Bank<WSD> .",d003.s010.t006,bn:03315023n
,"De esta <WSD>manera<WSD> , los valores tecnológicos perdieron terreno .",d003.s011.t001,bn:00033729n
,"De esta manera , los <WSD>valores<WSD> tecnológicos perdieron terreno .",d003.s011.t002,bn:00079509n
,El <WSD>mercado<WSD> de obligaciones cayó .,d003.s012.t001,bn:00053458n bn:00053460n
,El mercado de <WSD>obligaciones<WSD> cayó .,d003.s012.t002,bn:00029239n
,"El <WSD>rendimiento<WSD> del bono del Tesoro a 10 años ascendió al 3,540 % contra 3,482 % el miércoles por la noche , y el del bono a 30 años a 4,497 % contra 4,492 % la víspera .",d003.s013.t001,bn:00047691n
,"El rendimiento del <WSD>bono<WSD> del Tesoro a 10 años ascendió al 3,540 % contra 3,482 % el miércoles por la noche , y el del bono a 30 años a 4,497 % contra 4,492 % la víspera .",d003.s013.t002,bn:00011974n
,"El rendimiento del bono del <WSD>Tesoro<WSD> a 10 años ascendió al 3,540 % contra 3,482 % el miércoles por la noche , y el del bono a 30 años a 4,497 % contra 4,492 % la víspera .",d003.s013.t003,bn:00032138n
,"El rendimiento del bono del Tesoro a 10 <WSD>años<WSD> ascendió al 3,540 % contra 3,482 % el miércoles por la noche , y el del bono a 30 años a 4,497 % contra 4,492 % la víspera .",d003.s013.t004,bn:00078738n
,"El rendimiento del bono del Tesoro a 10 años ascendió al 3,540 % contra 3,482 % el <WSD>miércoles<WSD> por la noche , y el del bono a 30 años a 4,497 % contra 4,492 % la víspera .",d003.s013.t005,bn:00054897n
,"El rendimiento del bono del Tesoro a 10 años ascendió al 3,540 % contra 3,482 % el miércoles por la <WSD>noche<WSD> , y el del bono a 30 años a 4,497 % contra 4,492 % la víspera .",d003.s013.t006,bn:00031998n bn:00025236n
,"El rendimiento del bono del Tesoro a 10 años ascendió al 3,540 % contra 3,482 % el miércoles por la noche , y el del <WSD>bono<WSD> a 30 años a 4,497 % contra 4,492 % la víspera .",d003.s013.t007,bn:00011974n
,"El rendimiento del bono del Tesoro a 10 años ascendió al 3,540 % contra 3,482 % el miércoles por la noche , y el del bono a 30 <WSD>años<WSD> a 4,497 % contra 4,492 % la víspera .",d003.s013.t008,bn:00078738n
,"El rendimiento del bono del Tesoro a 10 años ascendió al 3,540 % contra 3,482 % el miércoles por la noche , y el del bono a 30 años a 4,497 % contra 4,492 % la <WSD>víspera<WSD> .",d003.s013.t009,bn:07693349n
,El Ministerio del Petróleo iraquí alcanza <WSD>acuerdos<WSD> con 10 compañías_petroleras extranjeras,d004.s001.t001,bn:00014152n
,El Ministerio del Petróleo iraquí alcanza acuerdos con 10 <WSD>compañías_petroleras<WSD> extranjeras,d004.s001.t002,bn:00058745n
,"A pesar de las <WSD>preocupaciones<WSD> por la violencia y la inestabilidad política , el gobierno iraquí logró atraer importantes compañías_petroleras para reconstruir su frágil infraestructura , durante dos subastas que concluyeron el sábado .",d004.s002.t001,bn:00021556n
,"A pesar de las preocupaciones por la <WSD>violencia<WSD> y la inestabilidad política , el gobierno iraquí logró atraer importantes compañías_petroleras para reconstruir su frágil infraestructura , durante dos subastas que concluyeron el sábado .",d004.s002.t002,bn:00080036n bn:00035772n
,"A pesar de las preocupaciones por la violencia y la <WSD>inestabilidad<WSD> política , el gobierno iraquí logró atraer importantes compañías_petroleras para reconstruir su frágil infraestructura , durante dos subastas que concluyeron el sábado .",d004.s002.t003,bn:00046933n
,"A pesar de las preocupaciones por la violencia y la inestabilidad política , el <WSD>gobierno<WSD> iraquí logró atraer importantes compañías_petroleras para reconstruir su frágil infraestructura , durante dos subastas que concluyeron el sábado .",d004.s002.t004,bn:00007299n
,"A pesar de las preocupaciones por la violencia y la inestabilidad política , el gobierno iraquí logró atraer importantes <WSD>compañías_petroleras<WSD> para reconstruir su frágil infraestructura , durante dos subastas que concluyeron el sábado .",d004.s002.t005,bn:00058745n
,"A pesar de las preocupaciones por la violencia y la inestabilidad política , el gobierno iraquí logró atraer importantes compañías_petroleras para reconstruir su frágil <WSD>infraestructura<WSD> , durante dos subastas que concluyeron el sábado .",d004.s002.t006,bn:00008794n
,"A pesar de las preocupaciones por la violencia y la inestabilidad política , el gobierno iraquí logró atraer importantes compañías_petroleras para reconstruir su frágil infraestructura , durante dos <WSD>subastas<WSD> que concluyeron el sábado .",d004.s002.t007,bn:00007085n
,"A pesar de las preocupaciones por la violencia y la inestabilidad política , el gobierno iraquí logró atraer importantes compañías_petroleras para reconstruir su frágil infraestructura , durante dos subastas que concluyeron el <WSD>sábado<WSD> .",d004.s002.t008,bn:00068696n
,"Los 10 <WSD>acuerdos<WSD> que el Ministerio de Petróleo iraquí alcanzó con compañías_petroleras extranjeras sugieren que China , Rusia y las compañías_petroleras europeas están preparadas para desempeñar un papel principal en la restauración de la industria_petrolera de Irak , mutilada por décadas de guerra y sanciones .",d004.s003.t001,bn:00014152n
,"Los 10 acuerdos que el Ministerio de Petróleo iraquí alcanzó con <WSD>compañías_petroleras<WSD> extranjeras sugieren que China , Rusia y las compañías_petroleras europeas están preparadas para desempeñar un papel principal en la restauración de la industria_petrolera de Irak , mutilada por décadas de guerra y sanciones .",d004.s003.t002,bn:00058745n
,"Los 10 acuerdos que el Ministerio de Petróleo iraquí alcanzó con compañías_petroleras extranjeras sugieren que <WSD>China<WSD> , Rusia y las compañías_petroleras europeas están preparadas para desempeñar un papel principal en la restauración de la industria_petrolera de Irak , mutilada por décadas de guerra y sanciones .",d004.s003.t003,bn:00016756n
,"Los 10 acuerdos que el Ministerio de Petróleo iraquí alcanzó con compañías_petroleras extranjeras sugieren que China , <WSD>Rusia<WSD> y las compañías_petroleras europeas están preparadas para desempeñar un papel principal en la restauración de la industria_petrolera de Irak , mutilada por décadas de guerra y sanciones .",d004.s003.t004,bn:00068622n
,"Los 10 acuerdos que el Ministerio de Petróleo iraquí alcanzó con compañías_petroleras extranjeras sugieren que China , Rusia y las <WSD>compañías_petroleras<WSD> europeas están preparadas para desempeñar un papel principal en la restauración de la industria_petrolera de Irak , mutilada por décadas de guerra y sanciones .",d004.s003.t005,bn:00058745n
,"Los 10 acuerdos que el Ministerio de Petróleo iraquí alcanzó con compañías_petroleras extranjeras sugieren que China , Rusia y las compañías_petroleras europeas están preparadas para desempeñar un papel principal en la restauración de la <WSD>industria_petrolera<WSD> de Irak , mutilada por décadas de guerra y sanciones .",d004.s003.t006,bn:00058741n
,"Los 10 acuerdos que el Ministerio de Petróleo iraquí alcanzó con compañías_petroleras extranjeras sugieren que China , Rusia y las compañías_petroleras europeas están preparadas para desempeñar un papel principal en la restauración de la industria_petrolera de <WSD>Irak<WSD> , mutilada por décadas de guerra y sanciones .",d004.s003.t007,bn:00002362n
,"Los 10 acuerdos que el Ministerio de Petróleo iraquí alcanzó con compañías_petroleras extranjeras sugieren que China , Rusia y las compañías_petroleras europeas están preparadas para desempeñar un papel principal en la restauración de la industria_petrolera de Irak , mutilada por <WSD>décadas<WSD> de guerra y sanciones .",d004.s003.t008,bn:00025646n
,"Los 10 acuerdos que el Ministerio de Petróleo iraquí alcanzó con compañías_petroleras extranjeras sugieren que China , Rusia y las compañías_petroleras europeas están preparadas para desempeñar un papel principal en la restauración de la industria_petrolera de Irak , mutilada por décadas de <WSD>guerra<WSD> y sanciones .",d004.s003.t009,bn:00080439n
,"Los 10 acuerdos que el Ministerio de Petróleo iraquí alcanzó con compañías_petroleras extranjeras sugieren que China , Rusia y las compañías_petroleras europeas están preparadas para desempeñar un papel principal en la restauración de la industria_petrolera de Irak , mutilada por décadas de guerra y <WSD>sanciones<WSD> .",d004.s003.t010,bn:01390975n
,"Siete compañías estadounidenses habían pagado para participar en la segunda <WSD>subastas<WSD> , que comenzó el viernes .",d004.s005.t001,bn:00007085n
,"Siete compañías estadounidenses habían pagado para participar en la segunda subastas , que comenzó el <WSD>viernes<WSD> .",d004.s005.t002,bn:00036512n
,Dos compañías estadounidenses alcanzaron <WSD>acuerdos<WSD> para yacimientos subastados en junio .,d004.s007.t001,bn:00014152n
,Dos compañías estadounidenses alcanzaron acuerdos para yacimientos subastados en <WSD>junio<WSD> .,d004.s007.t002,bn:00048592n
,La pobre <WSD>representación<WSD> de los gigantes petroleros estadounidenses en la apertura de la industria_petrolera de Irak sorprendió a los analistas .,d004.s008.t001,bn:00067192n bn:00001964n
,La pobre representación de los gigantes <WSD>petroleros<WSD> estadounidenses en la apertura de la industria_petrolera de Irak sorprendió a los analistas .,d004.s008.t002,bn:00058777n
,La pobre representación de los gigantes petroleros estadounidenses en la apertura de la <WSD>industria_petrolera<WSD> de Irak sorprendió a los analistas .,d004.s008.t003,bn:00058741n
,La pobre representación de los gigantes petroleros estadounidenses en la apertura de la industria_petrolera de <WSD>Irak<WSD> sorprendió a los analistas .,d004.s008.t004,bn:00002362n
,La pobre representación de los gigantes petroleros estadounidenses en la apertura de la industria_petrolera de Irak sorprendió a los <WSD>analistas<WSD> .,d004.s008.t005,bn:00003801n
,"<WSD>Irak<WSD> finalmente abrió sus puertas después de seis años de guerra , y en vez de compañías estadounidenses , hay asiáticos y europeos a la cabeza , dijo Ruba Husari , redactor del Foro de Petróleo de Irak , un centro de noticias_en_línea .",d004.s009.t001,bn:00002362n
,"Irak finalmente abrió sus <WSD>puertas<WSD> después de seis años de guerra , y en vez de compañías estadounidenses , hay asiáticos y europeos a la cabeza , dijo Ruba Husari , redactor del Foro de Petróleo de Irak , un centro de noticias_en_línea .",d004.s009.t002,bn:00028247n
,"Irak finalmente abrió sus puertas después de seis <WSD>años<WSD> de guerra , y en vez de compañías estadounidenses , hay asiáticos y europeos a la cabeza , dijo Ruba Husari , redactor del Foro de Petróleo de Irak , un centro de noticias_en_línea .",d004.s009.t003,bn:00078738n
,"Irak finalmente abrió sus puertas después de seis años de <WSD>guerra<WSD> , y en vez de compañías estadounidenses , hay asiáticos y europeos a la cabeza , dijo Ruba Husari , redactor del Foro de Petróleo de Irak , un centro de noticias_en_línea .",d004.s009.t004,bn:00080439n
,"Irak finalmente abrió sus puertas después de seis años de guerra , y en vez de compañías estadounidenses , hay <WSD>asiáticos<WSD> y europeos a la cabeza , dijo Ruba Husari , redactor del Foro de Petróleo de Irak , un centro de noticias_en_línea .",d004.s009.t005,bn:00006331n
,"Irak finalmente abrió sus puertas después de seis años de guerra , y en vez de compañías estadounidenses , hay asiáticos y <WSD>europeos<WSD> a la cabeza , dijo Ruba Husari , redactor del Foro de Petróleo de Irak , un centro de noticias_en_línea .",d004.s009.t006,bn:00031898n
,"Irak finalmente abrió sus puertas después de seis años de guerra , y en vez de compañías estadounidenses , hay asiáticos y europeos a la cabeza , dijo Ruba Husari , redactor del Foro de Petróleo de <WSD>Irak<WSD> , un centro de noticias_en_línea .",d004.s009.t007,bn:00002362n
,"Irak finalmente abrió sus puertas después de seis años de guerra , y en vez de compañías estadounidenses , hay asiáticos y europeos a la cabeza , dijo Ruba Husari , redactor del Foro de Petróleo de Irak , un centro de <WSD>noticias_en_línea<WSD> .",d004.s009.t008,bn:03722635n
,Pasará mucho <WSD>tiempo<WSD> antes de que algo más esté en oferta en Irak .,d004.s010.t001,bn:00077267n
,Pasará mucho tiempo antes de que algo más esté en oferta en <WSD>Irak<WSD> .,d004.s010.t002,bn:00002362n
,"Las <WSD>preocupaciones<WSD> por la seguridad , acentuadas por bombardeos coordinados masivos el martes , y la inestabilidad política mientras los militares estadounidenses se retiran , probablemente impidió a las compañías_petroleras estadounidenses arriesgarse más enérgicamente en Irak , que tiene la tercera reserva más importante de crudo del mundo , afirmaron los analistas .",d004.s011.t001,bn:00021556n
,"Las preocupaciones por la <WSD>seguridad<WSD> , acentuadas por bombardeos coordinados masivos el martes , y la inestabilidad política mientras los militares estadounidenses se retiran , probablemente impidió a las compañías_petroleras estadounidenses arriesgarse más enérgicamente en Irak , que tiene la tercera reserva más importante de crudo del mundo , afirmaron los analistas .",d004.s011.t002,bn:00068799n bn:00070219n
,"Las preocupaciones por la seguridad , acentuadas por <WSD>bombardeos<WSD> coordinados masivos el martes , y la inestabilidad política mientras los militares estadounidenses se retiran , probablemente impidió a las compañías_petroleras estadounidenses arriesgarse más enérgicamente en Irak , que tiene la tercera reserva más importante de crudo del mundo , afirmaron los analistas .",d004.s011.t003,bn:00008679n
,"Las preocupaciones por la seguridad , acentuadas por bombardeos coordinados masivos el <WSD>martes<WSD> , y la inestabilidad política mientras los militares estadounidenses se retiran , probablemente impidió a las compañías_petroleras estadounidenses arriesgarse más enérgicamente en Irak , que tiene la tercera reserva más importante de crudo del mundo , afirmaron los analistas .",d004.s011.t004,bn:00078546n
,"Las preocupaciones por la seguridad , acentuadas por bombardeos coordinados masivos el martes , y la <WSD>inestabilidad<WSD> política mientras los militares estadounidenses se retiran , probablemente impidió a las compañías_petroleras estadounidenses arriesgarse más enérgicamente en Irak , que tiene la tercera reserva más importante de crudo del mundo , afirmaron los analistas .",d004.s011.t005,bn:00046933n
,"Las preocupaciones por la seguridad , acentuadas por bombardeos coordinados masivos el martes , y la inestabilidad política mientras los <WSD>militares<WSD> estadounidenses se retiran , probablemente impidió a las compañías_petroleras estadounidenses arriesgarse más enérgicamente en Irak , que tiene la tercera reserva más importante de crudo del mundo , afirmaron los analistas .",d004.s011.t006,bn:00005732n
,"Las preocupaciones por la seguridad , acentuadas por bombardeos coordinados masivos el martes , y la inestabilidad política mientras los militares estadounidenses se retiran , probablemente impidió a las <WSD>compañías_petroleras<WSD> estadounidenses arriesgarse más enérgicamente en Irak , que tiene la tercera reserva más importante de crudo del mundo , afirmaron los analistas .",d004.s011.t007,bn:00058745n
